,x,y
KMB,-3.897898979359719,-3.362698999843958
KIM,5.012211348547256,30.82145876964149
KMI,7.061637601177875,-28.237213398570546
KLAC,12.77853547062443,13.598822344578368
KSS,-26.529337530445904,-19.184463086305605
KHC,-4.241604650232593,25.000528784607543
KR,-23.02104867638868,-12.788287134235413
LB,-25.427104524295824,1.1811000119010537
LLL,7.171605320730106,20.71590207795822
LH,0.7225559831629593,14.30322521810815
LRCX,12.491971197894076,13.319131130602463
LM,26.547126865750148,1.6435283663345646
LEG,19.5931483396279,10.297782193397948
LEN,22.00481807038434,18.50050571851754
LUK,1.0996238858100724,-16.317963565390468
LVLT,13.921215513748653,17.10033354835033
LLY,-17.383120038500977,4.671801299870043
LNC,27.313299726223836,11.349685005878744
LLTC,4.621765752030391,3.3464912264915503
LMT,-23.355363291202288,-4.610739456033068
L,29.737933320181128,10.165849161663848
LOW,-4.108990839775051,23.32767081103046
LYB,17.501924464610365,-13.229922570895601
MTB,33.24193227806237,14.670746250899283
MAC,4.490062090237316,29.95042189830071
M,-18.59741153951996,-21.003972981957666
MNK,-19.85265867416783,-14.425432727989065
MRO,7.804749280147548,-25.367631988279317
MPC,-11.477243554560635,13.476127623272463
MAR,3.2649678640444906,5.958183487375932
MMC,16.194401696876074,4.495032938593087
MLM,6.4138521049639,6.197600341924227
MAS,-4.894112556954298,20.90014549280094
MA,16.91727063433185,21.418901387295122
MAT,-27.491565772945787,-21.132414356947525
MKC,-26.96397028914092,-6.912213996153859
MCD,-26.62444377533837,4.841209602133793
MHFI,20.60533578965439,12.746385780862944
MCK,-19.323157792741657,-12.929721245623005
MJN,-15.84891167487396,-13.229373968758837
MDT,-17.62441667979597,6.0514755928618635
MRK,-3.931629185098268,17.753895624819425
MET,26.495381487311274,9.96959425946007
KORS,-26.89570461055493,-20.713836831758183
MCHP,7.811165129512791,3.6893874320170377
MU,8.694783214674668,-11.944135353267866
MSFT,8.105875417074724,24.24624677519341
MHK,11.96565880785704,17.313306140477458
TAP,-14.982227101850311,14.99549956190537
MDLZ,-7.834222022904093,24.074399882964077
MON,11.836744858295,-14.350732279578386
MNST,-24.55844220823155,2.643262905604123
MCO,20.830748504108335,18.014934612982607
MS,26.731354959109893,16.886956168086396
MSI,-15.39445089412482,-7.462369786546105
MUR,6.240655809894411,-25.59206825078776
MYL,-10.03690467768168,5.678790490289823
NDAQ,-22.238398215381423,-2.652707533026117
NOV,4.621245830483737,-24.919467070044757
NAVI,8.876912166602414,-10.87396446270599
NTAP,5.9541678705953816,-10.75718874573167
NFLX,-28.727630894957517,0.3891904507804791
NWL,-1.5688583805208989,6.30410530919122
NFX,9.690627544597993,-26.043414220323953
NEM,-26.418130612178604,-24.177175212922563
NWSA,19.94725874872326,4.784616134520907
NWS,19.965744171744007,4.760966679072282
NEE,-36.70347133598479,-15.27445813775606
NLSN,6.93497772067902,26.32038788928984
NKE,-25.720062975719774,-21.130969158760863
NI,-38.02636082020407,-10.144425092889854
NBL,8.789197487001834,-25.419102872705093
JWN,-17.45712447154624,-21.689869296587464
NSC,2.657552808002511,-19.2780421042361
NTRS,28.987319276078306,16.922488672654172
NOC,-22.419335337278895,-3.8245263513688457
NRG,-1.1070177333950466,-28.946299724440728
NUE,16.215913289404632,-11.531157624102129
NVDA,-1.6485641044071908,20.296968678855475
ORLY,-24.964987590388013,4.099900800348305
OXY,15.047383727652146,-22.180934360629934
OMC,13.145537937324079,21.113921983641855
OKE,6.719214920372671,-27.140755352073846
ORCL,18.43616399621369,24.646134452472683
OI,4.170051327110369,-17.44832300049104
PCAR,20.163769965526825,-6.044020247591198
PH,21.726011852319292,-11.264555588742281
PDCO,1.3864002890058271,21.160008564614674
PAYX,12.456234877244032,23.83778317103738
PYPL,-4.2687561565674566,2.2933064787909956
PNR,21.09119771482207,-8.834950782258606
PBCT,34.93616204310389,13.625760143817837
POM,-30.56185662295004,-22.973699678118667
PEP,-4.825885679052109,-3.821239547962197
PKI,1.9749585752084888,16.58677479046504
PRGO,-21.970715263303468,-15.399166830576723
PFE,-15.74353241967251,4.451608222563863
PCG,-38.295888868787415,-11.625382195637036
PM,-4.953052817892237,-5.590368703356487
PSX,29.24083073761652,8.35379296067065
PNW,-35.63340077127127,-15.3424314285757
PXD,11.632937093561695,-27.691560563834997
PBI,12.867510230654851,-8.006000636336836
PNC,29.22939795172703,15.810935457605327
RL,-25.75180003900295,-17.517098829582473
PPG,23.864168451456347,16.912936234308045
PPL,-37.12027256168733,-10.940868953029987
PX,17.09556092352622,-5.528035723346681
PCLN,-5.405078388578005,8.985623965785438
PFG,27.393620701963354,18.60026086543387
PG,-3.554076304826996,-5.1807217870685385
PGR,12.425323104369363,2.5393990132030577
PLD,3.077035734874997,29.616131921832874
PRU,27.878000404122954,12.55607448378176
PEG,-36.267260938277765,-9.72866592771895
PSA,-24.127701138752197,1.0108037828267307
PHM,20.301529214288255,8.939736763295693
PVH,-6.374131644150393,-15.277508735883012
QRVO,-0.13810290565759412,3.6898707930164414
QCOM,-14.886360530967947,-2.963307723124997
PWR,0.7615569850735027,-17.88233435657974
DGX,2.022846075934369,14.954104554835258
RRC,-1.2861071244214384,-30.1920738851411
RTN,-24.57874517368582,-5.373348950539204
O,-30.36625803788343,-10.111695268130394
RHT,-7.083072291878699,7.945207883034586
REGN,-10.969135433387452,2.0571763051717715
RF,32.6889962696048,11.481391261024571
RSG,3.7940868360547557,26.026048501648624
RAI,-30.3970109675544,-8.870686137890225
RHI,-1.7773031489264683,25.736127755260753
ROK,21.737146157786857,-4.245442519430548
COL,9.72729748673502,-1.270606547545504
ROP,19.75645877200519,-4.354916240719111
ROST,-18.1882272131491,10.679061237213366
RCL,-3.613093367640964,6.9053148388217425
R,18.86119443144491,-10.501352204674163
CRM,-6.56362965836851,8.005699638230071
SNDK,-9.738042471279163,-7.299196314332065
SCG,-37.40464519059671,-13.469371025296292
SLB,17.023027573718966,-20.495103037734424
SNI,-6.120384036715043,-17.03918112133923
STX,7.30413797477054,-11.405063384879275
SEE,0.7939362367742359,18.29442901056998
SRE,-37.29601354076173,-8.396179945623565
SHW,5.713516494597402,6.200221668086672
SIG,-16.088522584253123,-16.26932672742085
SPG,4.172510612250089,31.428470026928114
SWKS,11.986109984735931,12.257199957279642
SLG,-1.3411701822057733,30.139337248990586
SJM,-27.306793792430337,-4.937951964726623
SNA,-0.7057843706296457,22.513346110112966
SO,-35.126933901892315,-17.216124127898727
LUV,-1.9961404699772314,9.990870478888889
SWN,-2.409219653265207,-30.122335088856175
SE,5.911071177185432,-28.881688933427107
STJ,-2.195723237563455,13.389485628336793
SWK,7.769177435024369,16.707014006266242
SPLS,-16.524581114766345,-17.91407610966613
SBUX,-6.141717032586038,25.104819390122632
HOT,3.1601872831837423,5.838423738491904
STT,24.156172608605814,14.94059464415804
SRCL,-2.170622814181654,22.067129344032644
SYK,-10.628416191039207,17.21906351616095
STI,32.69178391638559,12.898758717178856
SYMC,-20.652493650003912,-17.940934346249893
SYF,18.810555280206636,17.981714428333493
SYY,-25.080535726499285,-15.057219924810857
TROW,28.827848487870842,19.81544944860416
TGT,-24.59202294653752,-12.13078753480009
TEL,17.2956627900648,11.805077479987277
TE,-29.60800402495422,-14.3638494269493
TGNA,14.900084732724737,14.913717962185963
THC,-0.07992288718720289,-13.790493671388921
TDC,9.322447997307496,-9.552778020035095
TSO,-11.58144987250101,11.832362637403492
TXN,13.223300577027965,8.858017943574541
TXT,8.514584653711065,-2.243364522672534
BK,27.554406587960244,15.488912873777892
CLX,-31.12189317784703,-6.848004232182169
KO,-5.524392721330786,-4.484037188417528
HSY,-26.54838659776826,-6.221932976817077
MOS,0.09574470909473998,-26.231335599419044
TRV,19.837310615565254,23.801577462539655
DIS,10.40108293643344,9.1568483948301
TMO,3.9439824954521656,16.6722250354679
TIF,11.075064306824867,-5.665553197124273
TWC,5.410920624521842,23.63875881098688
TWX,-10.681224813664418,-18.24160605789384
TJX,-17.919584861410677,11.285287580495638
TMK,28.47931857939937,13.236481522315536
TSS,-4.719340440960756,9.921516381782668
TSCO,-5.9712896682648475,24.27871003031607
RIG,3.967088208580414,-26.020766991885058
TRIP,-23.788934000504106,8.512212542994247
FOXA,12.425206229556268,26.609411201393428
FOX,12.328570837202593,26.41175609199863
TYC,-18.762360734896493,-17.988527311752797
TSN,-27.09302681156818,-22.698030179238735
USB,31.29187349085375,16.106550579116494
UA,-16.37674047694555,-11.673204601519835
UNP,11.575008136878505,-12.483875778145562
UAL,-0.7569280421933424,10.45140075511427
UNH,-6.470973940405694,14.631203264541332
UPS,14.141513379634446,2.6557125688200287
URI,5.552355672984314,-14.321941053156444
UTX,12.205793861568043,-2.2541836341743235
UHS,0.3658835384193069,13.273128594338361
UNM,29.171340095617257,11.980168916915865
URBN,-23.810974350981365,-18.812526927515066
VFC,2.1733245651084365,2.0378121729069494
VLO,-12.045265834621329,12.180299381853324
VAR,-0.06437343115695131,16.3866326262354
VTR,-10.152149154416769,-13.799079263965845
VRSN,-2.044596370104355,2.3688090667966204
VRSK,-2.9630008711681795,24.988343348236967
VZ,-1.1458616190553588,-6.146719194808976
VRTX,-9.26433371180491,3.038690260776004
VIAB,-9.684801840764868,-17.9355210727543
V,16.09533666360095,21.35452376732821
VNO,0.9699970081468444,29.81554434734227
VMC,20.501886458082012,12.061978920757253
WMT,-26.639540361453747,-14.481248395573715
WBA,-7.955600885077988,20.863581944335497
WM,3.915214817633499,25.620063456914526
WAT,-6.682874379735924,16.98364421546196
WFC,30.326505480240012,15.061383896348035
HCN,-10.224090015609248,-14.075628947896401
WDC,7.237502647590215,-12.067888447251875
WU,22.810250389963947,-0.6864318394626697
WRK,9.311084363115059,-13.767436538891744
WY,14.470102154197193,-3.781596390509667
WHR,7.066816321875645,1.9098681762791891
WFM,-22.30328645222023,-19.050463065918642
WMB,-3.2007428790819694,-15.799939395962735
WLTW,21.170240427082003,-13.663719178762408
WEC,-37.80785785203086,-16.01175870246028
WYN,18.3668968256636,13.093925712276814
WYNN,-1.755177128565141,-18.061830843102122
XEL,-36.55336838047413,-16.53309801082651
XRX,11.806816155654653,-7.748819203974979
XLNX,3.6256327837873012,3.7654822007814763
XL,11.070251111462209,2.799796605372088
XYL,22.80158785865307,-2.823636066180379
YHOO,-2.2232684969178442,8.374629489901476
YUM,10.844825916450079,23.016022134730516
ZBH,-0.4023163785512035,15.419300268204477
ZION,32.37141832220816,10.43485062433036
ZTS,-5.462408622133841,13.242260685584581
